	pred	label	score
4611	0	NEGATIVE	0.994017
4612	1	POSITIVE	0.9958351
4613	0	NEGATIVE	0.99876815
4614	0	NEGATIVE	0.99621516
4615	0	NEGATIVE	0.9984921
4616	0	NEGATIVE	0.9844683
4617	0	NEGATIVE	0.99906176
4618	0	NEGATIVE	0.9972162
4619	1	POSITIVE	0.99541104
4620	0	NEGATIVE	0.99092495
4621	0	NEGATIVE	0.98839396
4622	1	POSITIVE	0.9896177
4623	0	NEGATIVE	0.99797034
4624	0	NEGATIVE	0.9978145
4625	1	POSITIVE	0.9849743
4626	0	NEGATIVE	0.99841875
4627	0	NEGATIVE	0.9982101
4628	0	NEGATIVE	0.99794555
4629	0	NEGATIVE	0.9984716
4630	1	POSITIVE	0.99642676
4631	0	NEGATIVE	0.99364763
4632	0	NEGATIVE	0.99713224
4633	1	POSITIVE	0.9857375
4634	0	NEGATIVE	0.9975506
4635	0	NEGATIVE	0.9982923
4636	1	POSITIVE	0.98407423
4637	0	NEGATIVE	0.9981101
4638	0	NEGATIVE	0.9837635
4639	0	NEGATIVE	0.98777306
4640	1	POSITIVE	0.9957191
4641	0	NEGATIVE	0.988111
4642	0	NEGATIVE	0.9929845
4643	0	NEGATIVE	0.9983872
4644	0	NEGATIVE	0.9970759
4645	0	NEGATIVE	0.998542
4646	1	POSITIVE	0.9893351
4647	0	NEGATIVE	0.9953428
4648	0	NEGATIVE	0.9812036
4649	0	NEGATIVE	0.99397534
4650	0	NEGATIVE	0.9988415
4651	1	POSITIVE	0.995892
4652	0	NEGATIVE	0.99509937
4653	0	NEGATIVE	0.9981027
4654	0	NEGATIVE	0.974744
4655	0	NEGATIVE	0.9963044
4656	0	NEGATIVE	0.98894846
4657	1	POSITIVE	0.99656326
4658	0	NEGATIVE	0.99947715
4659	0	NEGATIVE	0.99657255
4660	0	NEGATIVE	0.998425
4661	0	NEGATIVE	0.993784
4662	0	NEGATIVE	0.99945575
4663	0	NEGATIVE	0.9979933
4664	0	NEGATIVE	0.99755865
4665	0	NEGATIVE	0.9971412
4666	0	NEGATIVE	0.9988742
4667	0	NEGATIVE	0.997368
4668	1	POSITIVE	0.99669194
4669	1	POSITIVE	0.99669397
4670	0	NEGATIVE	0.9984689
4671	1	POSITIVE	0.99851155
4672	1	POSITIVE	0.990041
4673	0	NEGATIVE	0.9963083
4674	1	POSITIVE	0.99804133
4675	1	POSITIVE	0.8002366
4676	1	POSITIVE	0.99653155
4677	0	NEGATIVE	0.98621863
4678	0	NEGATIVE	0.9983829
4679	0	NEGATIVE	0.9971652
4680	1	POSITIVE	0.9932136
4681	0	NEGATIVE	0.9963711
4682	0	NEGATIVE	0.997517
4683	0	NEGATIVE	0.9949393
4684	0	NEGATIVE	0.9982612
4685	1	POSITIVE	0.91985565
4686	0	NEGATIVE	0.9849428
4687	0	NEGATIVE	0.99104214
4688	0	NEGATIVE	0.9916098
4689	0	NEGATIVE	0.98030907
4690	1	POSITIVE	0.9619809
4691	0	NEGATIVE	0.9861867
4692	0	NEGATIVE	0.99736595
4693	1	POSITIVE	0.98295766
4694	0	NEGATIVE	0.99431753
4695	1	POSITIVE	0.99150735
4696	0	NEGATIVE	0.99871624
4697	0	NEGATIVE	0.9949683
4698	1	POSITIVE	0.59976554
4699	0	NEGATIVE	0.99947447
4700	0	NEGATIVE	0.990006
4701	0	NEGATIVE	0.9985282
4702	0	NEGATIVE	0.99661535
4703	0	NEGATIVE	0.99945396
4704	1	POSITIVE	0.9967538
4705	0	NEGATIVE	0.9977509
4706	0	NEGATIVE	0.9988332
4707	0	NEGATIVE	0.9984779
4708	0	NEGATIVE	0.9874152
4709	0	NEGATIVE	0.9947354
4710	0	NEGATIVE	0.9979598
4711	0	NEGATIVE	0.9909358
4712	0	NEGATIVE	0.65708536
4713	0	NEGATIVE	0.99773425
4714	1	POSITIVE	0.99070436
4715	1	POSITIVE	0.99854094
4716	0	NEGATIVE	0.99767274
4717	0	NEGATIVE	0.99182844
4718	0	NEGATIVE	0.9978657
4719	0	NEGATIVE	0.9985625
4720	1	POSITIVE	0.9972963
4721	0	NEGATIVE	0.9934441
4722	1	POSITIVE	0.9446801
4723	0	NEGATIVE	0.9984554
4724	0	NEGATIVE	0.99803585
4725	0	NEGATIVE	0.9976605
4726	1	POSITIVE	0.9696636
4727	0	NEGATIVE	0.9993195
4728	1	POSITIVE	0.99235255
4729	0	NEGATIVE	0.98591965
4730	0	NEGATIVE	0.9979939
4731	1	POSITIVE	0.9876475
4732	0	NEGATIVE	0.9978345
4733	0	NEGATIVE	0.9941986
4734	0	NEGATIVE	0.9982413
4735	0	NEGATIVE	0.9977952
4736	0	NEGATIVE	0.9986543
4737	0	NEGATIVE	0.9981367
4738	0	NEGATIVE	0.9957783
4739	0	NEGATIVE	0.9857692
4740	1	POSITIVE	0.9707961
4741	0	NEGATIVE	0.9965329
4742	0	NEGATIVE	0.998839
4743	0	NEGATIVE	0.9952334
4744	0	NEGATIVE	0.999439
4745	1	POSITIVE	0.9913041
4746	0	NEGATIVE	0.99660355
4747	0	NEGATIVE	0.9889233
4748	1	POSITIVE	0.995715
4749	0	NEGATIVE	0.98940015
4750	1	POSITIVE	0.9880251
4751	1	POSITIVE	0.996291
4752	1	POSITIVE	0.9867336
4753	0	NEGATIVE	0.9983382
4754	0	NEGATIVE	0.9917366
4755	1	POSITIVE	0.99478704
4756	0	NEGATIVE	0.9817189
4757	0	NEGATIVE	0.9925997
4758	0	NEGATIVE	0.997244
4759	0	NEGATIVE	0.9967977
4760	0	NEGATIVE	0.97124505
4761	1	POSITIVE	0.99586654
4762	0	NEGATIVE	0.89885825
4763	0	NEGATIVE	0.9896967
4764	0	NEGATIVE	0.99743223
4765	1	POSITIVE	0.7893582
4766	0	NEGATIVE	0.9979126
4767	0	NEGATIVE	0.99722975
4768	1	POSITIVE	0.9854225
4769	1	POSITIVE	0.99099267
4770	0	NEGATIVE	0.9979304
4771	0	NEGATIVE	0.99698424
4772	1	POSITIVE	0.9868774
4773	0	NEGATIVE	0.99881494
4774	0	NEGATIVE	0.99875194
4775	0	NEGATIVE	0.99553686
4776	1	POSITIVE	0.9907441
4777	1	POSITIVE	0.9943332
4778	0	NEGATIVE	0.9888142
4779	0	NEGATIVE	0.97958505
4780	1	POSITIVE	0.9979143
4781	0	NEGATIVE	0.99763143
4782	1	POSITIVE	0.9938977
4783	0	NEGATIVE	0.9944069
4784	1	POSITIVE	0.97823954
4785	0	NEGATIVE	0.9980204
4786	1	POSITIVE	0.99106956
4787	1	POSITIVE	0.985291
4788	0	NEGATIVE	0.99873483
4789	0	NEGATIVE	0.9977285
4790	0	NEGATIVE	0.9892551
4791	1	POSITIVE	0.9966598
4792	0	NEGATIVE	0.99325377
4793	1	POSITIVE	0.9984429
4794	1	POSITIVE	0.98648125
4795	0	NEGATIVE	0.991063
4796	1	POSITIVE	0.9907912
4797	1	POSITIVE	0.98490775
4798	0	NEGATIVE	0.99756175
4799	1	POSITIVE	0.9946981
4800	0	NEGATIVE	0.97224855
4801	0	NEGATIVE	0.9971979
4802	0	NEGATIVE	0.9962936
4803	0	NEGATIVE	0.9988247
4804	0	NEGATIVE	0.99661607
4805	1	POSITIVE	0.98653376
4806	0	NEGATIVE	0.99815124
4807	1	POSITIVE	0.99733317
4808	1	POSITIVE	0.96987516
4809	0	NEGATIVE	0.93898124
4810	1	POSITIVE	0.99449074
4811	0	NEGATIVE	0.98879033
4812	1	POSITIVE	0.97634345
4813	0	NEGATIVE	0.99407315
4814	1	POSITIVE	0.984329
4815	0	NEGATIVE	0.9968953
4816	0	NEGATIVE	0.9878571
4817	0	NEGATIVE	0.9991907
4818	0	NEGATIVE	0.9946928
4819	1	POSITIVE	0.9449491
4820	0	NEGATIVE	0.9896219
4821	1	POSITIVE	0.98731434
4822	1	POSITIVE	0.9782462
4823	0	NEGATIVE	0.99946994
4824	0	NEGATIVE	0.997484
4825	1	POSITIVE	0.99517673
4826	0	NEGATIVE	0.99822706
4827	0	NEGATIVE	0.99371016
4828	0	NEGATIVE	0.9922882
4829	0	NEGATIVE	0.990296
4830	0	NEGATIVE	0.9990335
4831	1	POSITIVE	0.9917607
4832	0	NEGATIVE	0.99883455
4833	0	NEGATIVE	0.99744666
4834	1	POSITIVE	0.55871856
4835	0	NEGATIVE	0.99442154
4836	0	NEGATIVE	0.9942823
4837	0	NEGATIVE	0.9982423
4838	0	NEGATIVE	0.9993144
4839	1	POSITIVE	0.9842771
4840	0	NEGATIVE	0.99713457
4841	0	NEGATIVE	0.99038947
4842	0	NEGATIVE	0.99838924
4843	0	NEGATIVE	0.9843485
4844	0	NEGATIVE	0.99669135
4845	0	NEGATIVE	0.9937075
4846	0	NEGATIVE	0.9888617
4847	0	NEGATIVE	0.9976008
4848	0	NEGATIVE	0.99684334
4849	0	NEGATIVE	0.9966204
4850	0	NEGATIVE	0.9955782
4851	0	NEGATIVE	0.997196
4852	0	NEGATIVE	0.99604326
4853	0	NEGATIVE	0.9724576
4854	0	NEGATIVE	0.9977271
4855	0	NEGATIVE	0.99003935
4856	1	POSITIVE	0.99580336
4857	0	NEGATIVE	0.99885833
4858	1	POSITIVE	0.93986315
4859	0	NEGATIVE	0.9991989
4860	0	NEGATIVE	0.9911143
4861	1	POSITIVE	0.9960208
4862	0	NEGATIVE	0.9989159
4863	0	NEGATIVE	0.99491715
4864	0	NEGATIVE	0.9977937
4865	1	POSITIVE	0.99733734
4866	0	NEGATIVE	0.99203724
4867	0	NEGATIVE	0.9956159
4868	0	NEGATIVE	0.9914959
4869	1	POSITIVE	0.98730814
4870	1	POSITIVE	0.8306526
4871	0	NEGATIVE	0.989816
4872	1	POSITIVE	0.98927283
4873	1	POSITIVE	0.9975509
4874	1	POSITIVE	0.98931813
4875	1	POSITIVE	0.99381745
4876	0	NEGATIVE	0.9972698
4877	0	NEGATIVE	0.998786
4878	0	NEGATIVE	0.99860066
4879	0	NEGATIVE	0.99772656
4880	1	POSITIVE	0.997079
4881	0	NEGATIVE	0.8874586
4882	1	POSITIVE	0.98612154
4883	0	NEGATIVE	0.99232304
4884	0	NEGATIVE	0.99795085
4885	0	NEGATIVE	0.9983252
4886	0	NEGATIVE	0.998859
4887	0	NEGATIVE	0.99869365
4888	0	NEGATIVE	0.98534214
4889	0	NEGATIVE	0.9974037
4890	0	NEGATIVE	0.9691545
4891	0	NEGATIVE	0.99786544
4892	0	NEGATIVE	0.9977566
4893	0	NEGATIVE	0.99561507
4894	0	NEGATIVE	0.9959617
4895	1	POSITIVE	0.98903227
4896	0	NEGATIVE	0.9951834
4897	0	NEGATIVE	0.99649334
4898	0	NEGATIVE	0.99339277
4899	0	NEGATIVE	0.9985461
4900	0	NEGATIVE	0.99818283
4901	0	NEGATIVE	0.9989172
4902	0	NEGATIVE	0.9985724
4903	0	NEGATIVE	0.9942914
4904	0	NEGATIVE	0.98944557
4905	1	POSITIVE	0.98974586
4906	0	NEGATIVE	0.99865216
4907	0	NEGATIVE	0.96498615
4908	0	NEGATIVE	0.9992801
4909	0	NEGATIVE	0.99913496
4910	0	NEGATIVE	0.9980919
4911	0	NEGATIVE	0.99692905
4912	0	NEGATIVE	0.9989311
4913	1	POSITIVE	0.99187315
4914	0	NEGATIVE	0.99653715
4915	1	POSITIVE	0.9948886
4916	1	POSITIVE	0.98012084
4917	1	POSITIVE	0.99162143
4918	0	NEGATIVE	0.99877334
4919	0	NEGATIVE	0.9954112
4920	0	NEGATIVE	0.9984528
4921	0	NEGATIVE	0.9980722
4922	1	POSITIVE	0.9770015
4923	0	NEGATIVE	0.9662006
4924	0	NEGATIVE	0.9974125
4925	0	NEGATIVE	0.99821615
4926	1	POSITIVE	0.9956848
4927	0	NEGATIVE	0.99782157
4928	0	NEGATIVE	0.99498475
4929	0	NEGATIVE	0.98726296
4930	0	NEGATIVE	0.9921326
4931	0	NEGATIVE	0.9937789
4932	0	NEGATIVE	0.99794227
4933	0	NEGATIVE	0.9540553
4934	0	NEGATIVE	0.998001
4935	0	NEGATIVE	0.9981777
4936	0	NEGATIVE	0.99747336
4937	1	POSITIVE	0.9913302
4938	0	NEGATIVE	0.9896736
4939	0	NEGATIVE	0.99312043
4940	1	POSITIVE	0.9886947
4941	0	NEGATIVE	0.9953363
4942	1	POSITIVE	0.9957865
4943	0	NEGATIVE	0.99591166
4944	0	NEGATIVE	0.9980424
4945	0	NEGATIVE	0.95487016
4946	1	POSITIVE	0.97511774
4947	0	NEGATIVE	0.9969995
4948	0	NEGATIVE	0.99682516
4949	1	POSITIVE	0.9844168
4950	0	NEGATIVE	0.9992781
4951	0	NEGATIVE	0.9791897
4952	1	POSITIVE	0.98507243
4953	0	NEGATIVE	0.99791175
4954	0	NEGATIVE	0.99575466
4955	0	NEGATIVE	0.98709565
4956	0	NEGATIVE	0.84260595
4957	0	NEGATIVE	0.98662424
4958	0	NEGATIVE	0.9952034
4959	0	NEGATIVE	0.98885965
4960	0	NEGATIVE	0.99109256
4961	0	NEGATIVE	0.98512894
4962	1	POSITIVE	0.99289215
4963	0	NEGATIVE	0.9968999
4964	0	NEGATIVE	0.9954341
4965	0	NEGATIVE	0.9729379
4966	0	NEGATIVE	0.9981854
4967	0	NEGATIVE	0.99240255
4968	1	POSITIVE	0.9978511
4969	0	NEGATIVE	0.98783886
4970	0	NEGATIVE	0.9899308
4971	0	NEGATIVE	0.9907346
4972	0	NEGATIVE	0.97544324
4973	0	NEGATIVE	0.99884766
4974	0	NEGATIVE	0.9911204
4975	0	NEGATIVE	0.99831986
4976	0	NEGATIVE	0.9984737
4977	0	NEGATIVE	0.9962424
4978	0	NEGATIVE	0.99823993
4979	1	POSITIVE	0.99532306
4980	0	NEGATIVE	0.99846184
4981	0	NEGATIVE	0.99944
4982	0	NEGATIVE	0.9994434
4983	0	NEGATIVE	0.99912155
4984	0	NEGATIVE	0.99949414
4985	0	NEGATIVE	0.9875009
4986	1	POSITIVE	0.9923545
4987	0	NEGATIVE	0.9960442
4988	0	NEGATIVE	0.9515764
4989	0	NEGATIVE	0.9937274
4990	0	NEGATIVE	0.9954493
4991	0	NEGATIVE	0.73504186
4992	0	NEGATIVE	0.9980758
4993	0	NEGATIVE	0.99401116
4994	0	NEGATIVE	0.9991636
4995	0	NEGATIVE	0.99891543
4996	1	POSITIVE	0.9942773
4997	0	NEGATIVE	0.9707228
4998	1	POSITIVE	0.9819315
4999	0	NEGATIVE	0.7767166
5000	0	NEGATIVE	0.9983355
5001	0	NEGATIVE	0.9955104
5002	0	NEGATIVE	0.9972211
5003	0	NEGATIVE	0.9987184
5004	0	NEGATIVE	0.98736095
5005	0	NEGATIVE	0.9948415
5006	0	NEGATIVE	0.86615545
5007	0	NEGATIVE	0.99828404
5008	0	NEGATIVE	0.99789494
5009	1	POSITIVE	0.9909474
5010	0	NEGATIVE	0.99786323
5011	1	POSITIVE	0.99570054
5012	0	NEGATIVE	0.99318016
5013	0	NEGATIVE	0.99949294
5014	0	NEGATIVE	0.99915177
5015	0	NEGATIVE	0.98799163
5016	0	NEGATIVE	0.99661255
5017	0	NEGATIVE	0.98941875
5018	0	NEGATIVE	0.9868491
5019	0	NEGATIVE	0.99075884
5020	0	NEGATIVE	0.9991408
5021	0	NEGATIVE	0.997422
5022	1	POSITIVE	0.9920162
5023	0	NEGATIVE	0.9957726
5024	0	NEGATIVE	0.98410267
5025	0	NEGATIVE	0.99841166
5026	0	NEGATIVE	0.9977821
5027	0	NEGATIVE	0.9983645
5028	0	NEGATIVE	0.9976943
5029	0	NEGATIVE	0.9987243
5030	0	NEGATIVE	0.9989957
5031	0	NEGATIVE	0.99330467
5032	1	POSITIVE	0.8384833
5033	0	NEGATIVE	0.99566734
5034	1	POSITIVE	0.9841015
5035	0	NEGATIVE	0.9854453
5036	0	NEGATIVE	0.9976326
5037	1	POSITIVE	0.97829974
5038	0	NEGATIVE	0.99382067
5039	0	NEGATIVE	0.99948305
5040	0	NEGATIVE	0.99751735
5041	0	NEGATIVE	0.9974671
5042	0	NEGATIVE	0.9976565
5043	0	NEGATIVE	0.9980082
5044	0	NEGATIVE	0.9902899
5045	0	NEGATIVE	0.9988658
5046	0	NEGATIVE	0.99772865
5047	0	NEGATIVE	0.9944845
5048	0	NEGATIVE	0.99602425
5049	0	NEGATIVE	0.995602
5050	0	NEGATIVE	0.99780005
5051	1	POSITIVE	0.99798656
5052	0	NEGATIVE	0.9945616
5053	0	NEGATIVE	0.9992309
5054	0	NEGATIVE	0.99858224
5055	1	POSITIVE	0.99470353
5056	0	NEGATIVE	0.9974219
5057	0	NEGATIVE	0.9947963
5058	0	NEGATIVE	0.60962826
5059	0	NEGATIVE	0.997565
5060	0	NEGATIVE	0.998684
5061	0	NEGATIVE	0.9964583
5062	0	NEGATIVE	0.9992088
5063	0	NEGATIVE	0.9981776
5064	0	NEGATIVE	0.99218583
5065	0	NEGATIVE	0.9975679
5066	1	POSITIVE	0.99460036
5067	0	NEGATIVE	0.98835623
5068	0	NEGATIVE	0.99832594
5069	1	POSITIVE	0.991714
5070	0	NEGATIVE	0.9971602
5071	1	POSITIVE	0.9964673
5072	0	NEGATIVE	0.997655
5073	0	NEGATIVE	0.99253047
5074	0	NEGATIVE	0.9994532
5075	1	POSITIVE	0.97447217
5076	0	NEGATIVE	0.9985926
5077	0	NEGATIVE	0.9973879
5078	0	NEGATIVE	0.9899039
5079	0	NEGATIVE	0.9983632
5080	0	NEGATIVE	0.99471647
5081	0	NEGATIVE	0.99912304
5082	0	NEGATIVE	0.9981626
5083	0	NEGATIVE	0.9991576
5084	0	NEGATIVE	0.9980939
5085	0	NEGATIVE	0.9970513
5086	1	POSITIVE	0.9933439
5087	0	NEGATIVE	0.99734557
5088	0	NEGATIVE	0.9950608
5089	0	NEGATIVE	0.9959623
5090	0	NEGATIVE	0.9972614
5091	0	NEGATIVE	0.99809736
5092	0	NEGATIVE	0.9950669
5093	0	NEGATIVE	0.9967136
5094	0	NEGATIVE	0.9833355
5095	0	NEGATIVE	0.99820656
5096	0	NEGATIVE	0.9948859
5097	0	NEGATIVE	0.991021
5098	0	NEGATIVE	0.99934095
5099	0	NEGATIVE	0.9969737
5100	0	NEGATIVE	0.98992145
5101	0	NEGATIVE	0.9990435
5102	0	NEGATIVE	0.795303
5103	1	POSITIVE	0.99749607
5104	0	NEGATIVE	0.9971817
5105	0	NEGATIVE	0.99530685
5106	0	NEGATIVE	0.9974509
5107	0	NEGATIVE	0.99140763
5108	1	POSITIVE	0.9917995
5109	1	POSITIVE	0.99557924
5110	0	NEGATIVE	0.99088967
5111	0	NEGATIVE	0.99753773
5112	1	POSITIVE	0.9943999
5113	0	NEGATIVE	0.9905
5114	0	NEGATIVE	0.998769
5115	0	NEGATIVE	0.99451005
5116	0	NEGATIVE	0.9979217
5117	0	NEGATIVE	0.99870306
5118	0	NEGATIVE	0.99843377
5119	1	POSITIVE	0.9986841
5120	0	NEGATIVE	0.9930431
5121	0	NEGATIVE	0.9879687
5122	0	NEGATIVE	0.9730814
5123	0	NEGATIVE	0.9698905
5124	1	POSITIVE	0.9980115
5125	0	NEGATIVE	0.9828476
5126	0	NEGATIVE	0.9978505
5127	1	POSITIVE	0.9795493
5128	1	POSITIVE	0.9981661
5129	1	POSITIVE	0.5744227
5130	0	NEGATIVE	0.9958972
5131	0	NEGATIVE	0.98276037
5132	1	POSITIVE	0.9896245
5133	0	NEGATIVE	0.99603766
5134	0	NEGATIVE	0.99828345
5135	0	NEGATIVE	0.9987563
5136	0	NEGATIVE	0.99837095
5137	0	NEGATIVE	0.99802
5138	0	NEGATIVE	0.9886537
5139	1	POSITIVE	0.9657996
5140	0	NEGATIVE	0.9851722
5141	1	POSITIVE	0.9307977
5142	0	NEGATIVE	0.9938265
5143	0	NEGATIVE	0.9978369
5144	1	POSITIVE	0.9768482
5145	0	NEGATIVE	0.9981114
5146	0	NEGATIVE	0.9977895
5147	0	NEGATIVE	0.98121923
5148	0	NEGATIVE	0.99163145
5149	0	NEGATIVE	0.99581766
5150	0	NEGATIVE	0.84870076
5151	1	POSITIVE	0.9957805
5152	0	NEGATIVE	0.9956488
5153	0	NEGATIVE	0.9880385
5154	0	NEGATIVE	0.9980116
5155	0	NEGATIVE	0.9913083
5156	1	POSITIVE	0.9918086
5157	1	POSITIVE	0.9985973
5158	0	NEGATIVE	0.998414
5159	1	POSITIVE	0.98782027
5160	1	POSITIVE	0.99372184
5161	0	NEGATIVE	0.9980023
5162	1	POSITIVE	0.99760044
5163	1	POSITIVE	0.99699336
5164	0	NEGATIVE	0.99860114
5165	0	NEGATIVE	0.9856168
5166	0	NEGATIVE	0.98781985
5167	1	POSITIVE	0.96432006
5168	0	NEGATIVE	0.99111575
5169	0	NEGATIVE	0.9987558
5170	0	NEGATIVE	0.99809515
5171	1	POSITIVE	0.986755
5172	0	NEGATIVE	0.99769765
5173	1	POSITIVE	0.99179506
5174	1	POSITIVE	0.98831105
5175	0	NEGATIVE	0.97019684
5176	0	NEGATIVE	0.9938566
5177	0	NEGATIVE	0.99828106
5178	0	NEGATIVE	0.99774873
5179	0	NEGATIVE	0.99152267
5180	1	POSITIVE	0.99473286
5181	1	POSITIVE	0.98887587
5182	1	POSITIVE	0.99403083
5183	0	NEGATIVE	0.9937143
5184	1	POSITIVE	0.9915355
5185	0	NEGATIVE	0.9949009
5186	0	NEGATIVE	0.9975248
5187	0	NEGATIVE	0.99789965
5188	1	POSITIVE	0.99745303
5189	0	NEGATIVE	0.991603
5190	0	NEGATIVE	0.9823071
5191	0	NEGATIVE	0.998198
5192	0	NEGATIVE	0.9773745
5193	1	POSITIVE	0.98677295
5194	0	NEGATIVE	0.9963591
5195	0	NEGATIVE	0.999106
5196	0	NEGATIVE	0.9965786
5197	0	NEGATIVE	0.9993445
5198	1	POSITIVE	0.9911453
5199	0	NEGATIVE	0.99772245
5200	0	NEGATIVE	0.9850641
5201	0	NEGATIVE	0.99265563
5202	1	POSITIVE	0.9952041
5203	0	NEGATIVE	0.9860836
5204	0	NEGATIVE	0.998244
5205	0	NEGATIVE	0.98947203
5206	0	NEGATIVE	0.99809486
5207	0	NEGATIVE	0.9907988
5208	1	POSITIVE	0.9608803
5209	1	POSITIVE	0.9879289
5210	1	POSITIVE	0.9912183
5211	0	NEGATIVE	0.9818746
5212	0	NEGATIVE	0.57890296
5213	0	NEGATIVE	0.9874143
5214	0	NEGATIVE	0.93967897
5215	0	NEGATIVE	0.99698555
5216	1	POSITIVE	0.99393624
5217	0	NEGATIVE	0.9943674
5218	0	NEGATIVE	0.99083924
5219	1	POSITIVE	0.99497813
5220	0	NEGATIVE	0.9888188
5221	0	NEGATIVE	0.99655443
5222	0	NEGATIVE	0.9981183
5223	0	NEGATIVE	0.99166864
5224	0	NEGATIVE	0.9928922
5225	0	NEGATIVE	0.99838644
5226	1	POSITIVE	0.99746233
5227	1	POSITIVE	0.77667654
5228	0	NEGATIVE	0.95520175
5229	0	NEGATIVE	0.9909659
5230	1	POSITIVE	0.9833512
5231	1	POSITIVE	0.9464117
5232	0	NEGATIVE	0.9827978
5233	1	POSITIVE	0.98635685
5234	1	POSITIVE	0.98664635
5235	0	NEGATIVE	0.9855635
5236	0	NEGATIVE	0.99828756
5237	1	POSITIVE	0.9896691
5238	0	NEGATIVE	0.99834853
5239	1	POSITIVE	0.99820435
5240	0	NEGATIVE	0.99786484
5241	0	NEGATIVE	0.9970263
5242	0	NEGATIVE	0.9955267
5243	0	NEGATIVE	0.9948312
5244	0	NEGATIVE	0.9989784
5245	1	POSITIVE	0.9944966
5246	0	NEGATIVE	0.99719703
5247	0	NEGATIVE	0.99804705
5248	0	NEGATIVE	0.61461705
5249	1	POSITIVE	0.98499167
5250	0	NEGATIVE	0.9994686
5251	0	NEGATIVE	0.9920224
5252	0	NEGATIVE	0.9989383
5253	0	NEGATIVE	0.9988671
5254	0	NEGATIVE	0.99489284
5255	0	NEGATIVE	0.99705577
5256	1	POSITIVE	0.9943529
5257	0	NEGATIVE	0.9943152
5258	0	NEGATIVE	0.9949004
5259	1	POSITIVE	0.981106
5260	1	POSITIVE	0.9814865
5261	0	NEGATIVE	0.9945699
5262	0	NEGATIVE	0.9981562
5263	0	NEGATIVE	0.9993095
5264	0	NEGATIVE	0.9984154
5265	1	POSITIVE	0.9938601
5266	0	NEGATIVE	0.9929211
5267	0	NEGATIVE	0.99842083
5268	0	NEGATIVE	0.9976991
5269	1	POSITIVE	0.9880789
5270	0	NEGATIVE	0.99576193
5271	1	POSITIVE	0.9853427
5272	0	NEGATIVE	0.99848425
5273	0	NEGATIVE	0.99740934
5274	1	POSITIVE	0.9890321
5275	0	NEGATIVE	0.99471265
5276	0	NEGATIVE	0.98871785
5277	0	NEGATIVE	0.99063814
5278	0	NEGATIVE	0.99527085
5279	0	NEGATIVE	0.99175596
5280	0	NEGATIVE	0.9936555
5281	0	NEGATIVE	0.9978456
5282	0	NEGATIVE	0.9891109
5283	0	NEGATIVE	0.9892797
5284	0	NEGATIVE	0.9827836
5285	0	NEGATIVE	0.998208
5286	1	POSITIVE	0.9881011
5287	1	POSITIVE	0.98667395
5288	0	NEGATIVE	0.9976673
5289	0	NEGATIVE	0.99048644
5290	0	NEGATIVE	0.9979576
5291	0	NEGATIVE	0.99649954
5292	0	NEGATIVE	0.9977545
5293	1	POSITIVE	0.9848881
5294	0	NEGATIVE	0.96848714
5295	0	NEGATIVE	0.97704285
5296	0	NEGATIVE	0.9902325
5297	0	NEGATIVE	0.99768007
5298	0	NEGATIVE	0.9981531
5299	0	NEGATIVE	0.99732167
5300	0	NEGATIVE	0.99386376
5301	0	NEGATIVE	0.99386185
5302	0	NEGATIVE	0.9987253
5303	0	NEGATIVE	0.99238694
5304	0	NEGATIVE	0.9994121
5305	0	NEGATIVE	0.9913914
5306	1	POSITIVE	0.9732924
5307	0	NEGATIVE	0.99825454
5308	0	NEGATIVE	0.98439914
5309	1	POSITIVE	0.99651927
5310	1	POSITIVE	0.99591476
5311	0	NEGATIVE	0.9956145
5312	0	NEGATIVE	0.9969296
5313	0	NEGATIVE	0.99713165
5314	0	NEGATIVE	0.9989662
5315	0	NEGATIVE	0.9773507
5316	0	NEGATIVE	0.99785674
5317	1	POSITIVE	0.81978637
5318	0	NEGATIVE	0.9982109
5319	0	NEGATIVE	0.99537444
5320	0	NEGATIVE	0.9963205
5321	0	NEGATIVE	0.9972419
5322	1	POSITIVE	0.98534805
5323	0	NEGATIVE	0.9929546
5324	0	NEGATIVE	0.9991842
5325	0	NEGATIVE	0.9980923
5326	0	NEGATIVE	0.9950154
5327	0	NEGATIVE	0.9975824
5328	0	NEGATIVE	0.9910821
5329	0	NEGATIVE	0.9921307
5330	0	NEGATIVE	0.99920464
5331	0	NEGATIVE	0.9966322
5332	0	NEGATIVE	0.9989121
5333	0	NEGATIVE	0.9990066
5334	0	NEGATIVE	0.99835914
5335	0	NEGATIVE	0.99489695
5336	0	NEGATIVE	0.9987049
5337	0	NEGATIVE	0.99830854
5338	0	NEGATIVE	0.99435604
5339	0	NEGATIVE	0.9981608
5340	0	NEGATIVE	0.9976846
5341	0	NEGATIVE	0.9966816
5342	0	NEGATIVE	0.99831706
5343	0	NEGATIVE	0.99751025
5344	0	NEGATIVE	0.98278254
5345	0	NEGATIVE	0.9967463
5346	1	POSITIVE	0.97391295
5347	0	NEGATIVE	0.9967134
5348	0	NEGATIVE	0.99746555
5349	0	NEGATIVE	0.99769396
5350	0	NEGATIVE	0.98480517
5351	1	POSITIVE	0.99581724
5352	0	NEGATIVE	0.9987491
5353	1	POSITIVE	0.9918647
5354	1	POSITIVE	0.99711305
5355	0	NEGATIVE	0.99916315
5356	0	NEGATIVE	0.9928571
5357	0	NEGATIVE	0.99839604
5358	0	NEGATIVE	0.9973838
